"form_id","lexeme","cell","phon_form","orth_form","overabundance_tag","comment","source","POS"
"f736","intcoozi","real-t.pos.3.pl.neut","i n t i t o: ʃ i t o x","i n t i t oo z i t o j",,,"Moser_Marlett_2010","verb"
"f737","intcoozi","real-t.pos.3.pl.mult","i n t i t o: ʃ i t o ɬ k a","i n t i t oo z i t o l c a",,,"Moser_Marlett_2010","verb"
"f738","imcooit","real-t.pos.3.sg.neut","i n t o: i t","i n t oo i t",,,"Moser_Marlett_2010","verb"
"f739","imcooit","real-t.pos.3.sg.mult","i n t o i: t i m","i n t o ii t i m",,,"Moser_Marlett_2010","verb"
"f740","imcooit","real-t.pos.3.sg.dist","i n t o i: t i m","i n t o ii t i m",,,"Moser_Marlett_2010","verb"
"f741","imcooit","real-t.pos.3.pl.neut","i n t o: i ɬ a","i n t oo i l a",,,"Moser_Marlett_2010","verb"
"f742","cayoop","real-t.pos.3.sg.mult","t a j o: p t i m","t a y oo p t i m",,,"Moser_Marlett_2010","verb"
"f743","cayoop","real-t.pos.3.sg.dist","t a j o: p t i m","t a y oo p t i m",,,"Moser_Marlett_2010","verb"
"f744","cayoop","real-t.pos.3.pl.neut","t a j o: p χ a m","t a y oo p x a m",,,"Moser_Marlett_2010","verb"
"f745","cayoop","real-t.pos.3.pl.mult","t a j o: p χ a m","t a y oo p x a m",,,"Moser_Marlett_2010","verb"
"f746","queectim","real-t.pos.3.sg.mult","t e: k i t i m","t ee qu i t i m",,,"Moser_Marlett_2010","verb"
"f747","queectim","real-t.pos.3.sg.dist","t e: k i t i m","t ee qu i t i m",,,"Moser_Marlett_2010","verb"
"f748","queectim","real-t.pos.3.pl.neut","t a t o: k ɬ","t a t oo c l",,,"Moser_Marlett_2010","verb"
"f749","queectim","real-t.pos.3.pl.mult","t a t o: k e ɬ a m","t a t oo qu e l a m",,,"Moser_Marlett_2010","verb"
"f750","queaaf","real-t.pos.3.sg.neut","i t a: a f","i t aa a f",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f751","queaaf","real-t.pos.3.sg.mult","i t a: a f","i t aa a f",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f752","queaaf","real-t.pos.3.sg.dist","i t a: a f","i t aa a f",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f753","queaaf","real-t.pos.3.pl.neut","i t a: a f o x","i t aa a f o j",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f754","queaaf","real-t.pos.3.pl.mult","i t a: a f o x","i t aa a f o j",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f755","queaal","real-t.pos.3.sg.neut","i t a: a ɬ","i t aa a l",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f756","queaal","real-t.pos.3.sg.mult","i t a: a ɬ i m","i t aa a l i m",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f757","queaal","real-t.pos.3.sg.dist","i t a: a ɬ i m","i t aa a l i m",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f758","queaal","real-t.pos.3.pl.neut","i t a: a ɬ o","i t aa a l o",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f759","queaal","real-t.pos.3.pl.mult","i t a: a ɬ a m","i t aa a l a m",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f760","caacalcot","real-t.pos.3.sg.neut","i t a: k a ɬ k o t","i t aa c a l c o t",,,"Moser_Marlett_2010","verb"
"f761","caacalcot","real-t.pos.3.sg.mult","i t a: k a ɬ k o t","i t aa c a l c o t",,,"Moser_Marlett_2010","verb"
"f762","caacalcot","real-t.pos.3.sg.dist","i t a: k a ɬ k o t","i t aa c a l c o t",,,"Moser_Marlett_2010","verb"
"f763","caacalcot","real-t.pos.3.pl.neut","i t a: k a ɬ k o x","i t aa c a l c o j",,,"Moser_Marlett_2010","verb"
"f764","caacalcot","real-t.pos.3.pl.mult","i t a: k a ɬ k o x","i t aa c a l c o j",,,"Moser_Marlett_2010","verb"
"f765","caacmoj","real-t.pos.3.sg.neut","i t a: k m o x","i t aa c m o j",,,"Moser_Marlett_2010","verb"
"f766","caacmoj","real-t.pos.3.sg.mult","i t a: k m o x","i t aa c m o j",,,"Moser_Marlett_2010","verb"
"f767","caacmoj","real-t.pos.3.sg.dist","i t a: k m o x","i t aa c m o j",,,"Moser_Marlett_2010","verb"
"f768","caacmoj","real-t.pos.3.pl.neut","i t a: k m o ɬ k a","i t aa c m o l c a",,,"Moser_Marlett_2010","verb"
"f769","caacmoj","real-t.pos.3.pl.mult","i t a: k m o ɬ k a","i t aa c m o l c a",,,"Moser_Marlett_2010","verb"
"f770","caacomot","real-t.pos.3.sg.neut","i t a: k o m o t","i t aa c o m o t",,,"Moser_Marlett_2010","verb"
"f771","caacomot","real-t.pos.3.sg.mult","i t a: k o m o t","i t aa c o m o t",,,"Moser_Marlett_2010","verb"
"f772","caacomot","real-t.pos.3.sg.dist","i t a: k o m o t","i t aa c o m o t",,,"Moser_Marlett_2010","verb"
"f773","caacomot","real-t.pos.3.pl.neut","i t a: k o m o x","i t aa c o m o j",,,"Moser_Marlett_2010","verb"
"f774","caacomot","real-t.pos.3.pl.mult","i t a: k o m o x","i t aa c o m o j",,,"Moser_Marlett_2010","verb"
"f775","caaco","real-t.pos.3.sg.neut","i t a: k o","i t aa c o",,,"Moser_Marlett_2010","verb"
"f776","caaco","real-t.pos.3.sg.mult","i t a: k o t i m","i t aa c o t i m",,,"Moser_Marlett_2010","verb"
"f777","caaco","real-t.pos.3.sg.dist","i t a: k o t i m","i t aa c o t i m",,,"Moser_Marlett_2010","verb"
"f778","caaco","real-t.pos.3.pl.neut","i t a: k o x","i t aa c o j",,,"Moser_Marlett_2010","verb"
"f779","caaco","real-t.pos.3.pl.mult","i t a: k o x a m","i t aa c o j a m","variant forms",,"Moser_Marlett_2010","verb"
"f780","caaco","real-t.pos.3.pl.mult","i t a t o: k o x a m","i t a t oo c o j a m","variant forms",,"Moser_Marlett_2010","verb"
"f781","caacsx","real-t.pos.3.sg.neut","i t a: k s χ","i t aa c s x",,,"Moser_Marlett_2010","verb"
"f782","caacsx","real-t.pos.3.sg.mult","i t a: k a s χ i m","i t aa c a s x i m","variant forms",,"Moser_Marlett_2010","verb"
"f783","caacsx","real-t.pos.3.sg.dist","i t a: k a s χ i m","i t aa c a s x i m","variant forms",,"Moser_Marlett_2010","verb"
"f784","caacsx","real-t.pos.3.pl.neut","i t a t o: k a s χ a x","i t a t oo c a s x a j",,,"Moser_Marlett_2010","verb"
"f785","caacsx","real-t.pos.3.pl.mult","i t a t o: k a s χ a x","i t a t oo c a s x a j",,,"Moser_Marlett_2010","verb"
"f786","caacöim","real-t.pos.3.sg.neut","i t a: kw i m","i t aa cö i m",,,"Moser_Marlett_2010","verb"
"f787","caacöim","real-t.pos.3.sg.mult","i t a: kw i m","i t aa cö i m",,,"Moser_Marlett_2010","verb"
"f788","caacöim","real-t.pos.3.sg.dist","i t a: kw i m","i t aa cö i m",,,"Moser_Marlett_2010","verb"
"f789","caacöim","real-t.pos.3.pl.neut","i t a: kw ɬ k a m","i t aa cö l c a m",,,"Moser_Marlett_2010","verb"
"f790","caacöim","real-t.pos.3.pl.mult","i t a: kw ɬ k a m","i t aa cö l c a m",,,"Moser_Marlett_2010","verb"
"f791","caafc","real-t.pos.3.sg.neut","i t a: f k","i t aa f c",,,"Moser_Marlett_2010","verb"
"f792","caafc","real-t.pos.3.sg.mult","i t a: f a x k i m","i t aa f a j qu i m",,,"Moser_Marlett_2010","verb"
"f793","caafc","real-t.pos.3.sg.dist","i t a: f a x k i m","i t aa f a j qu i m",,,"Moser_Marlett_2010","verb"
"f794","caafc","real-t.pos.3.pl.neut","i t a t o: f x o x","i t a t oo f j o j",,,"Moser_Marlett_2010","verb"
"f795","caafc","real-t.pos.3.pl.mult","i t a t o: f x o x","i t a t oo f j o j",,,"Moser_Marlett_2010","verb"
"f796","caafin","real-t.pos.3.sg.neut","i t a: f i n","i t aa f i n",,,"Moser_Marlett_2010","verb"
"f797","caafin","real-t.pos.3.sg.mult","i t a: f i n i m","i t aa f i n i m","variant forms",,"Moser_Marlett_2010","verb"
"f798","caafin","real-t.pos.3.sg.dist","i t a: f i n i m","i t aa f i n i m","variant forms",,"Moser_Marlett_2010","verb"
"f799","caafin","real-t.pos.3.pl.neut","i t a t o: f i x a","i t a t oo f i j a","variant forms",,"Moser_Marlett_2010","verb"
"f800","caafin","real-t.pos.3.pl.neut","i t a: f i x a","i t aa f i j a","variant forms",,"Moser_Marlett_2010","verb"
"f801","caafin","real-t.pos.3.pl.mult","i t a t o: f i x a","i t a t oo f i j a","variant forms",,"Moser_Marlett_2010","verb"
"f802","caafin","real-t.pos.3.pl.mult","i t a: f i x a","i t aa f i j a","variant forms",,"Moser_Marlett_2010","verb"
"f803","caahal","real-t.pos.3.sg.neut","i t a: ʔ a ɬ","i t aa h a l",,,"Moser_Marlett_2010","verb"
"f804","caahal","real-t.pos.3.sg.mult","i t a: ʔ a ɬ i m","i t aa h a l i m",,,"Moser_Marlett_2010","verb"
"f805","caahal","real-t.pos.3.sg.dist","i t a: ʔ a ɬ i m","i t aa h a l i m",,,"Moser_Marlett_2010","verb"
"f806","caahal","real-t.pos.3.pl.neut","i t a t o: ʔ a ɬ a","i t a t oo h a l a",,,"Moser_Marlett_2010","verb"
"f807","caahal","real-t.pos.3.pl.mult","i t a t o: ʔ a ɬ a m","i t a t oo h a l a m",,,"Moser_Marlett_2010","verb"
"f808","caahca","real-t.pos.3.sg.neut","i t a: ʔ k a","i t aa h c a",,,"Moser_Marlett_2010","verb"
"f809","caahca","real-t.pos.3.sg.mult","i t a: ʔ a x k a","i t aa h a j c a",,,"Moser_Marlett_2010","verb"
"f810","caahca","real-t.pos.3.sg.dist","i t a: ʔ a x k a","i t aa h a j c a",,,"Moser_Marlett_2010","verb"
"f811","caahca","real-t.pos.3.pl.neut","i t a: ʔ x o x","i t aa h j o j","variant forms",,"Moser_Marlett_2010","verb"
"f812","caahca","real-t.pos.3.pl.neut","i t a t o: ʔ x o x","i t a t oo h j o j","variant forms",,"Moser_Marlett_2010","verb"
"f813","caahca","real-t.pos.3.pl.mult","i t a: ʔ x o ɬ k a","i t aa h j o l c a","variant forms",,"Moser_Marlett_2010","verb"
"f814","caahca","real-t.pos.3.pl.mult","i t a t o: ʔ x o ɬ k a","i t a t oo h j o l c a","variant forms",,"Moser_Marlett_2010","verb"
"f815","caahit_2","real-t.pos.3.sg.neut","i t a: ʔ i t","i t aa h i t",,,"Moser_Marlett_2010","verb"
"f816","caahit_2","real-t.pos.3.sg.mult","i t a: ʔ i t i m","i t aa h i t i m","variant forms",,"Moser_Marlett_2010","verb"
"f817","caahit_2","real-t.pos.3.sg.mult","i t a: ʔ t o x","i t aa h t o j","variant forms",,"Moser_Marlett_2010","verb"
"f818","caahit_2","real-t.pos.3.sg.dist","i t a: ʔ i t i m","i t aa h i t i m","variant forms",,"Moser_Marlett_2010","verb"
"f819","caahit_2","real-t.pos.3.sg.dist","i t a: ʔ t o x","i t aa h t o j","variant forms",,"Moser_Marlett_2010","verb"
"f820","caahit_2","real-t.pos.3.pl.neut","i t a: i","i t aa i",,,"Moser_Marlett_2010","verb"
"f821","caahit_2","real-t.pos.3.pl.mult","i t a: j o ɬ k a","i t aa y o l c a",,,"Moser_Marlett_2010","verb"
"f822","caahit_3","real-t.pos.3.sg.neut","i t a: ʔ i t","i t aa h i t",,,"Moser_Marlett_2010","verb"
"f823","caahit_3","real-t.pos.3.sg.mult","i t a: ʔ i t i m","i t aa h i t i m",,,"Moser_Marlett_2010","verb"
"f824","caahit_3","real-t.pos.3.sg.dist","i t a: ʔ i t i m","i t aa h i t i m",,,"Moser_Marlett_2010","verb"
"f825","caahit_3","real-t.pos.3.pl.neut","i t a: ʔ i x","i t aa h i j",,,"Moser_Marlett_2010","verb"
"f826","caahit_3","real-t.pos.3.pl.mult","i t a: ʔ i x a m","i t aa h i j a m",,,"Moser_Marlett_2010","verb"
"f827","caaicot","real-t.pos.3.sg.neut","i t a: i k o t","i t aa i c o t",,,"Moser_Marlett_2010","verb"
"f828","caaicot","real-t.pos.3.sg.mult","i t a: i k o t i m","i t aa i c o t i m",,,"Moser_Marlett_2010","verb"
"f829","caaicot","real-t.pos.3.sg.dist","i t a: i k o t i m","i t aa i c o t i m",,,"Moser_Marlett_2010","verb"
"f830","caaicot","real-t.pos.3.pl.neut","i t a: i kw t","i t aa i cö t",,,"Moser_Marlett_2010","verb"
"f831","caaicot","real-t.pos.3.pl.mult","i t a: i kw t o ɬ k a","i t aa i cö t o l c a",,,"Moser_Marlett_2010","verb"
"f832","caaihjö","real-t.pos.3.sg.neut","i t a: i ʔ xw","i t aa i h jö",,,"Moser_Marlett_2010","verb"
"f833","caaihjö","real-t.pos.3.sg.mult","i t a: i ʔ o ɬ i m","i t aa i h o l i m",,,"Moser_Marlett_2010","verb"
"f834","caaihjö","real-t.pos.3.sg.dist","i t a: i ʔ o ɬ i m","i t aa i h o l i m",,,"Moser_Marlett_2010","verb"
"f835","caaihjö","real-t.pos.3.pl.neut","i t a: i ʔ ɬ k o x","i t aa i h l c o j","variant forms",,"Moser_Marlett_2010","verb"
"f836","caaihjö","real-t.pos.3.pl.neut","i t a: i ʔ ʃ i ɬ","i t aa i h z i l","variant forms",,"Moser_Marlett_2010","verb"
"f837","caaihjö","real-t.pos.3.pl.mult","i t a: i ʔ o ɬ a m","i t aa i h o l a m","variant forms",,"Moser_Marlett_2010","verb"
"f838","caaihjö","real-t.pos.3.pl.mult","i t a: i ʔ ʃ i ɬ k a","i t aa i h z i l c a","variant forms",,"Moser_Marlett_2010","verb"
"f839","caaijam","real-t.pos.3.sg.neut","i t a: i x a m","i t aa i j a m",,,"Moser_Marlett_2010","verb"
"f840","caaijam","real-t.pos.3.sg.mult","i t a: i: x o x","i t aa ii j o j",,,"Moser_Marlett_2010","verb"
"f841","caaijam","real-t.pos.3.sg.dist","i t a: i: x o x","i t aa ii j o j",,,"Moser_Marlett_2010","verb"
"f842","caaijam","real-t.pos.3.pl.neut","i t a: i ɬ k a m","i t aa i l c a m",,,"Moser_Marlett_2010","verb"
"f843","caaijam","real-t.pos.3.pl.mult","i t a: i ɬ k a m","i t aa i l c a m",,,"Moser_Marlett_2010","verb"
"f844","caailcam","real-t.pos.3.sg.neut","i t a: i ɬ k a m","i t aa i l c a m",,,"Moser_Marlett_2010","verb"
"f845","caailcam","real-t.pos.3.sg.mult","i t a: i ɬ k a m","i t aa i l c a m",,,"Moser_Marlett_2010","verb"
"f846","caailcam","real-t.pos.3.sg.dist","i t a: i ɬ k a m","i t aa i l c a m",,,"Moser_Marlett_2010","verb"
"f847","caailcam","real-t.pos.3.pl.neut","i t a t o i: ɬ k a m","i t a t o ii l c a m",,,"Moser_Marlett_2010","verb"
"f848","caailcam","real-t.pos.3.pl.mult","i t a t o i: ɬ k a m","i t a t o ii l c a m",,,"Moser_Marlett_2010","verb"
"f849","caaipj","real-t.pos.3.sg.neut","i t a: i p x","i t aa i p j",,,"Moser_Marlett_2010","verb"
"f850","caaipj","real-t.pos.3.sg.mult","i t a: i p a ɬ i m","i t aa i p a l i m","variant forms",,"Moser_Marlett_2010","verb"
"f851","caaipj","real-t.pos.3.sg.mult","i t a: i p ɬ a m","i t aa i p l a m","variant forms",,"Moser_Marlett_2010","verb"
"f852","caaipj","real-t.pos.3.sg.dist","i t a: i p a ɬ i m","i t aa i p a l i m","variant forms",,"Moser_Marlett_2010","verb"
"f853","caaipj","real-t.pos.3.sg.dist","i t a: i p ɬ a m","i t aa i p l a m","variant forms",,"Moser_Marlett_2010","verb"
"f854","caaipj","real-t.pos.3.pl.neut","i t a: i p ʃ i ɬ","i t aa i p z i l",,,"Moser_Marlett_2010","verb"
"f855","caaipj","real-t.pos.3.pl.mult","i t a: i p ʃ i ɬ k a","i t aa i p z i l c a",,,"Moser_Marlett_2010","verb"
"f856","caaipj_2","real-t.pos.3.sg.neut","i t a: i p x","i t aa i p j",,,"Moser_Marlett_2010","verb"
"f857","caaipj_2","real-t.pos.3.sg.mult","i t a: i p x","i t aa i p j",,,"Moser_Marlett_2010","verb"
"f858","caaipj_2","real-t.pos.3.sg.dist","i t a: i p x","i t aa i p j",,,"Moser_Marlett_2010","verb"
"f859","caaipj_2","real-t.pos.3.pl.neut","i t a: i p ɬ a m","i t aa i p l a m",,,"Moser_Marlett_2010","verb"
"f860","caaipj_2","real-t.pos.3.pl.mult","i t a: i p ɬ a m","i t aa i p l a m",,,"Moser_Marlett_2010","verb"
"f861","caaipot_3","real-t.pos.3.sg.neut","i t a: i p o t","i t aa i p o t",,,"Moser_Marlett_2010","verb"
"f862","caaipot_3","real-t.pos.3.sg.mult","i t a: i p o t i m","i t aa i p o t i m",,,"Moser_Marlett_2010","verb"
"f863","caaipot_3","real-t.pos.3.sg.dist","i t a: i p o t i m","i t aa i p o t i m",,,"Moser_Marlett_2010","verb"
"f864","caaipot_3","real-t.pos.3.pl.neut","i t a: i p t","i t aa i p t",,,"Moser_Marlett_2010","verb"
"f865","caaipot_3","real-t.pos.3.pl.mult","i t a: i p t o ɬ k a","i t aa i p t o l c a",,,"Moser_Marlett_2010","verb"
"f866","caaitom","real-t.pos.3.sg.neut","i t a: i t o m","i t aa i t o m",,,"Moser_Marlett_2010","verb"
"f867","caaitom","real-t.pos.3.sg.mult","i t a: i t o m","i t aa i t o m",,,"Moser_Marlett_2010","verb"
"f868","caaitom","real-t.pos.3.sg.dist","i t a: i t o m","i t aa i t o m",,,"Moser_Marlett_2010","verb"
"f869","caaitom","real-t.pos.3.pl.neut","i t a: i t m o x","i t aa i t m o j",,,"Moser_Marlett_2010","verb"
"f870","caaitom","real-t.pos.3.pl.mult","i t a: i t m o x","i t aa i t m o j",,,"Moser_Marlett_2010","verb"
"f871","caaitot","real-t.pos.3.sg.neut","i t a: i t o t","i t aa i t o t",,,"Moser_Marlett_2010","verb"
"f872","caaitot","real-t.pos.3.sg.mult","i t a: i t i m","i t aa i t i m",,,"Moser_Marlett_2010","verb"
"f873","caaitot","real-t.pos.3.sg.dist","i t a: i t i m","i t aa i t i m",,,"Moser_Marlett_2010","verb"
"f874","caaitot","real-t.pos.3.pl.neut","i t a: i t o ɬ k a","i t aa i t o l c a",,,"Moser_Marlett_2010","verb"
"f875","caaitot","real-t.pos.3.pl.mult","i t a: i t o ɬ k a","i t aa i t o l c a",,,"Moser_Marlett_2010","verb"
"f876","caai","real-t.pos.3.sg.neut","i t a: i","i t aa i",,,"Moser_Marlett_2010","verb"
"f877","caai","real-t.pos.3.sg.mult","i t a: i t i m","i t aa i t i m",,,"Moser_Marlett_2010","verb"
"f878","caai","real-t.pos.3.sg.dist","i t a: i t i m","i t aa i t i m",,,"Moser_Marlett_2010","verb"
"f879","caai","real-t.pos.3.pl.neut","i t a: i ʃ i","i t aa i z i",,,"Moser_Marlett_2010","verb"
"f880","caai","real-t.pos.3.pl.mult","i t a: i ʃ i ɬ k a","i t aa i z i l c a",,,"Moser_Marlett_2010","verb"
"f881","caamac","real-t.pos.3.sg.neut","i t a: m a k","i t aa m a c",,,"Moser_Marlett_2010","verb"
"f882","caamac","real-t.pos.3.sg.mult","i t a: m a k","i t aa m a c",,,"Moser_Marlett_2010","verb"
"f883","caamac","real-t.pos.3.sg.dist","i t a: m a k","i t aa m a c",,,"Moser_Marlett_2010","verb"
"f884","caamac","real-t.pos.3.pl.neut","i t a t o: m a x o x","i t a t oo m a j o j",,,"Moser_Marlett_2010","verb"
"f885","caamac","real-t.pos.3.pl.mult","i t a t o: m a x o x","i t a t oo m a j o j",,,"Moser_Marlett_2010","verb"
"f886","caamn","real-t.pos.3.sg.neut","i t a: m n","i t aa m n",,,"Moser_Marlett_2010","verb"
"f887","caamn","real-t.pos.3.sg.mult","i t a: m n","i t aa m n",,,"Moser_Marlett_2010","verb"
"f888","caamn","real-t.pos.3.sg.dist","i t a: m n","i t aa m n",,,"Moser_Marlett_2010","verb"
"f889","caamn","real-t.pos.3.pl.neut","i t a: m a n i m","i t aa m a n i m",,,"Moser_Marlett_2010","verb"
"f890","caamn","real-t.pos.3.pl.mult","i t a: m a n o x","i t aa m a n o j","variant forms",,"Moser_Marlett_2010","verb"
"f891","caamn","real-t.pos.3.pl.mult","i t a t o: m a n o x","i t a t oo m a n o j","variant forms",,"Moser_Marlett_2010","verb"
"f892","caamolquim","real-t.pos.3.sg.neut","i t a: m o ɬ k i m","i t aa m o l qu i m",,,"Moser_Marlett_2010","verb"
"f893","caamolquim","real-t.pos.3.sg.mult","i t a: m o ɬ k i m","i t aa m o l qu i m",,,"Moser_Marlett_2010","verb"
"f894","caamolquim","real-t.pos.3.sg.dist","i t a: m o ɬ k i m","i t aa m o l qu i m",,,"Moser_Marlett_2010","verb"
"f895","caamolquim","real-t.pos.3.pl.neut","i t a t o: m ɬ k a m","i t a t oo m l c a m",,,"Moser_Marlett_2010","verb"
"f896","caamolquim","real-t.pos.3.pl.mult","i t a: m ɬ k a m","i t aa m l c a m",,,"Moser_Marlett_2010","verb"
"f897","caam","real-t.pos.3.sg.neut","i t a: m","i t aa m",,,"Moser_Marlett_2010","verb"
"f898","caam","real-t.pos.3.sg.mult","i t a: m ɬ k i m","i t aa m l qu i m",,,"Moser_Marlett_2010","verb"
"f899","caam","real-t.pos.3.sg.dist","i t a: m ɬ k i m","i t aa m l qu i m",,,"Moser_Marlett_2010","verb"
"f900","caam","real-t.pos.3.pl.neut","i t a t o: m ɬ k a m","i t a t oo m l c a m",,,"Moser_Marlett_2010","verb"
"f901","caam","real-t.pos.3.pl.mult","i t a t o: m ɬ k a m","i t a t oo m l c a m",,,"Moser_Marlett_2010","verb"
"f902","caam_2","real-t.pos.3.sg.neut","i t a: m","i t aa m",,,"Moser_Marlett_2010","verb"
"f903","caam_2","real-t.pos.3.sg.mult","i t a: m t i m","i t aa m t i m",,,"Moser_Marlett_2010","verb"
"f904","caam_2","real-t.pos.3.sg.dist","i t a: m t i m","i t aa m t i m",,,"Moser_Marlett_2010","verb"
"f905","caanim_2","real-t.pos.3.sg.neut","i t a: n i m","i t aa n i m",,,"Moser_Marlett_2010","verb"
"f906","caanim_2","real-t.pos.3.sg.mult","i t a: n o m a m","i t aa n o m a m",,,"Moser_Marlett_2010","verb"
"f907","caanim_2","real-t.pos.3.sg.dist","i t a: n o m a m","i t aa n o m a m",,,"Moser_Marlett_2010","verb"
"f908","caanim_2","real-t.pos.3.pl.neut","i t a: n ɬ a m","i t aa n l a m",,,"Moser_Marlett_2010","verb"
"f909","caanim_2","real-t.pos.3.pl.mult","i t a t o: n ɬ a m","i t a t oo n l a m",,,"Moser_Marlett_2010","verb"
"f910","caanjö","real-t.pos.3.sg.neut","i t a: n xw","i t aa n jö",,,"Moser_Marlett_2010","verb"
"f911","caanjö","real-t.pos.3.sg.mult","i t a: n a ɬ i m","i t aa n a l i m",,,"Moser_Marlett_2010","verb"
"f912","caanjö","real-t.pos.3.sg.dist","i t a: n ɬ k a","i t aa n l c a",,,"Moser_Marlett_2010","verb"
"f913","caanjö","real-t.pos.3.pl.neut","i t a: n ɬ k o x","i t aa n l c o j",,,"Moser_Marlett_2010","verb"
"f914","caanjö","real-t.pos.3.pl.mult","i t a: n a ɬ a m","i t aa n a l a m",,,"Moser_Marlett_2010","verb"
"f915","caaom","real-t.pos.3.sg.neut","i t a: o m","i t aa o m",,,"Moser_Marlett_2010","verb"
"f916","caaom","real-t.pos.3.sg.mult","i t a: o m a m","i t aa o m a m",,,"Moser_Marlett_2010","verb"
"f917","caaom","real-t.pos.3.sg.dist","i t a: o m a m","i t aa o m a m",,,"Moser_Marlett_2010","verb"
"f918","caaom","real-t.pos.3.pl.neut","i t a: o m o x","i t aa o m o j",,,"Moser_Marlett_2010","verb"
"f919","caaom","real-t.pos.3.pl.mult","i t a: o m o ɬ k a","i t aa o m o l c a",,,"Moser_Marlett_2010","verb"
"f920","caaonamot","real-t.pos.3.sg.neut","i t a: o n a m o t","i t aa o n a m o t",,,"Moser_Marlett_2010","verb"
"f921","caaonamot","real-t.pos.3.sg.mult","i t a: o n a m a m","i t aa o n a m a m",,,"Moser_Marlett_2010","verb"
"f922","caaonamot","real-t.pos.3.sg.dist","i t a: o n a m a m","i t aa o n a m a m",,,"Moser_Marlett_2010","verb"
"f923","caaonamot","real-t.pos.3.pl.neut","i t a: o n a t ʃ","i t aa o n a t z",,,"Moser_Marlett_2010","verb"
"f924","caaonamot","real-t.pos.3.pl.mult","i t a: o n a t ʃ","i t aa o n a t z",,,"Moser_Marlett_2010","verb"
"f925","caapjö","real-t.pos.3.sg.neut","i t a: p xw","i t aa p jö",,,"Moser_Marlett_2010","verb"
"f926","caapjö","real-t.pos.3.sg.mult","i t a: p xw","i t aa p jö",,,"Moser_Marlett_2010","verb"
"f927","caapjö","real-t.pos.3.sg.dist","i t a: p xw","i t aa p jö",,,"Moser_Marlett_2010","verb"
"f928","caapjö","real-t.pos.3.pl.neut","i t a: p xw ʃ i ɬ","i t aa p jö z i l",,,"Moser_Marlett_2010","verb"
"f929","caapjö","real-t.pos.3.pl.mult","i t a: p xw ʃ i ɬ","i t aa p jö z i l",,,"Moser_Marlett_2010","verb"
